Array,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4,A4
FRK_380_392,1,2,2,4,10,20,8,21,47,14,39,71,20,52,106,29,70,139,35,84,171,42,102,203,45,116,236,55,136,277,61,151,310,68,169,339,73,186,366,85,199,402,88,219,441,97,230,467,102,247,495,108,267,532,112,278,557,116,285,576,120,300,609,63,129,326,628,1298,0,1,1,1,1,5,2,6,16,5,10,23,6,14,36,9,22,42,12,25,55,14,32,69,16,37,77,19,42,91,20,51,102,22,54,112,26,59,125,26,68,140,30,72,146,32,81,158,31,87,166,37,94,183,37,96,199,39,101,207,42,109,217,20,38,98,182,375,0,1,-1,2,-1,1,3,2,6,2,4,11,2,8,16,1,9,24,4,11,29,10,16,33,7,19,39,9,23,47,13,26,53,12,29,59,13,30,68,13,36,71,16,42,81,17,44,87,18,46,96,22,50,104,22,52,112,24,60,118,24,62,127,13,26,62,128,256,1,1,3,2,3,9,4,7,14,7,12,28,9,20,42,9,28,60,16,38,77,17,45,96,24,57,117,27,67,137,33,77,158,33,93,185,39,103,211,44,117,230,47,121,245,55,134,271,54,145,289,59,156,311,66,170,332,69,177,356,76,188,379,42,80,218,438,868
LCK_387_399,-1,-1,1,1,0,1,2,2,3,2,3,8,2,6,12,2,7,18,4,10,21,4,11,25,5,12,30,6,16,30,8,17,35,9,18,39,9,21,42,8,24,43,8,24,49,9,25,51,10,28,51,10,28,58,13,30,59,12,31,63,15,33,66,7,14,34,70,149,0,0,1,0,0,0,0,3,3,0,0,1,1,1,4,0,1,7,2,4,5,2,6,5,1,4,7,2,5,10,2,6,13,4,7,12,4,7,14,2,6,15,3,9,19,5,10,19,4,9,19,3,12,18,3,9,23,4,12,23,5,13,22,4,3,11,24,47,1,0,1,-1,1,-1,0,0,-1,0,-2,1,-1,2,0,-1,1,3,2,3,5,1,2,6,0,3,4,2,4,7,3,6,7,4,2,8,1,6,10,2,5,10,2,6,12,2,7,11,2,7,14,2,4,15,3,7,11,2,7,14,4,9,19,2,4,10,24,41,0,-1,1,0,0,0,1,3,3,0,3,5,2,2,10,1,5,6,1,6,10,3,6,16,2,6,17,3,8,22,4,6,20,6,11,24,6,14,29,5,15,27,6,19,30,6,18,34,8,18,32,9,21,39,8,20,43,10,22,44,10,25,49,4,9,22,46,93
LYN_391_403,0,2,3,2,2,1,1,1,3,1,2,7,3,5,10,3,5,13,5,11,17,4,10,22,4,15,25,6,15,32,8,17,32,8,19,36,7,21,40,8,21,43,8,22,45,10,27,52,11,26,50,10,28,57,11,28,59,13,32,61,13,34,66,8,13,34,66,130,1,0,0,0,0,-4,1,0,-1,-1,2,0,0,0,1,1,-1,3,1,2,4,2,3,7,1,3,6,2,5,8,1,4,8,2,5,10,3,3,13,2,4,11,2,7,12,3,6,14,2,8,14,3,8,13,3,8,18,4,11,19,3,9,15,2,5,11,23,36,-1,0,0,0,-1,-2,-1,-1,1,-1,0,-2,1,0,-1,-1,1,-1,0,-1,1,1,-1,3,1,0,3,0,1,3,0,4,3,-1,4,6,2,4,8,3,4,8,1,3,8,0,4,9,3,4,11,1,5,10,4,7,7,1,6,11,0,7,13,1,1,7,15,31,0,2,0,-2,0,0,0,0,2,1,1,2,1,4,4,2,4,7,3,5,8,3,6,11,1,8,15,5,7,14,4,8,16,5,6,22,4,11,24,5,11,26,5,13,25,5,14,32,6,14,33,7,19,34,5,23,38,7,18,38,6,17,40,3,10,24,49,95
EPOR_419_431,-1,0,-2,0,1,1,0,1,2,0,2,3,-1,5,8,1,5,9,5,5,13,4,6,14,4,6,16,2,9,17,3,9,17,1,11,26,3,11,24,5,10,26,3,15,26,3,12,32,7,13,30,6,15,30,8,18,36,8,21,35,7,21,36,3,8,22,41,85,0,1,0,-1,-2,-1,0,1,4,-1,2,1,-1,1,2,0,2,0,0,1,3,1,1,4,1,1,4,0,3,5,2,2,4,1,4,8,0,2,6,2,3,10,2,3,9,1,5,7,3,6,7,2,4,10,3,5,10,2,5,11,2,7,10,0,2,9,13,22,0,0,1,-1,-1,-2,-1,0,0,1,1,-1,-1,0,-2,-1,0,0,0,1,0,-1,1,1,1,0,-1,0,1,4,0,1,1,0,0,3,3,3,3,1,1,2,1,1,3,0,2,3,0,3,5,0,2,6,0,3,6,1,3,5,1,2,6,0,1,3,7,21,-1,0,1,1,-1,0,0,0,-1,-1,1,-1,-1,2,2,0,4,2,1,0,7,2,4,7,1,2,10,1,5,8,0,4,11,3,5,16,1,4,12,2,6,15,2,7,15,3,9,17,4,7,19,6,9,22,2,10,23,4,7,23,4,13,22,2,-1,12,33,60
YES_420_432,0,1,0,1,0,0,0,3,3,3,4,4,3,3,7,1,6,11,2,8,18,2,9,17,4,11,22,5,9,20,5,12,26,4,19,30,6,16,30,7,18,36,8,21,42,7,20,41,10,18,46,9,21,47,12,25,52,11,27,49,11,24,54,5,15,31,67,127,0,-1,2,0,-1,-1,0,0,1,0,1,0,1,2,2,0,2,5,2,0,5,0,3,4,0,1,8,2,4,8,0,2,10,2,5,12,3,4,11,3,6,12,2,4,17,3,6,18,4,5,17,3,9,17,4,10,17,4,7,18,4,11,20,3,6,15,31,57,-1,0,-1,-1,-1,-1,-1,0,0,0,-1,-2,1,0,1,2,3,2,2,1,3,0,2,4,2,4,5,1,2,4,2,3,5,2,4,8,2,3,6,2,4,7,2,5,9,2,5,9,3,6,11,3,3,12,1,8,7,4,5,10,2,8,9,3,3,8,11,28,-1,0,0,-2,0,0,-1,0,2,0,3,5,0,2,6,1,3,8,1,4,8,2,5,9,3,6,13,2,7,11,4,7,16,-3,9,20,3,7,20,4,12,24,5,14,27,6,8,31,6,13,30,7,14,34,7,16,30,5,15,33,9,15,37,2,6,15,30,63
K2C8_425_437,0,0,-2,1,3,0,4,-1,2,-1,1,0,0,1,2,0,-1,5,-2,2,5,-2,0,5,1,2,4,0,3,7,0,3,4,2,2,4,2,4,4,1,3,7,2,3,5,2,2,5,-1,4,6,1,3,9,2,3,7,3,4,8,1,3,8,-1,2,5,11,19,2,2,0,1,-1,0,-1,-1,0,0,-1,-1,0,1,1,1,-1,0,-2,0,1,1,-1,-1,-1,2,0,1,0,2,0,1,3,1,-1,1,1,1,-1,0,2,5,-1,1,0,1,1,0,0,0,2,0,2,4,0,2,1,1,2,3,1,2,3,-1,0,2,4,8,-1,1,0,-1,1,-1,1,-1,1,-2,1,0,-1,0,-1,0,0,0,0,0,-1,0,2,0,-1,-1,0,0,3,-2,1,2,3,0,1,1,1,1,1,1,1,0,0,1,1,2,1,-1,0,0,2,1,2,2,0,2,1,-1,1,5,1,1,2,1,1,1,2,6,-1,0,0,-1,0,-2,0,1,1,1,-1,-1,0,0,1,1,0,0,1,1,1,0,-1,2,-1,1,2,0,2,1,0,1,0,0,1,3,0,3,4,0,3,3,1,2,3,1,3,6,1,1,6,0,3,5,0,3,7,1,1,4,1,0,5,0,3,4,5,10
ENOG_37_49,1,1,3,7,17,30,15,37,79,25,66,130,38,95,193,52,130,256,66,159,319,79,196,386,91,225,438,101,259,511,116,289,586,131,325,638,144,347,698,152,382,755,168,413,825,176,447,863,186,464,909,195,477,950,201,506,998,212,542,1058,219,561,1122,119,244,591,1163,2307,0,0,0,0,4,7,5,7,17,6,14,30,9,20,47,12,32,56,14,36,75,17,45,91,22,51,106,24,64,125,31,72,149,31,87,171,40,97,195,43,106,226,53,119,235,56,134,262,63,146,294,71,182,351,74,189,382,85,199,405,80,203,398,46,92,234,462,920,1,0,2,0,1,3,1,3,8,3,7,16,6,11,22,6,15,25,8,20,36,9,22,45,10,27,55,13,32,61,14,37,77,15,40,87,22,46,103,21,56,112,25,60,124,28,69,139,28,78,151,34,89,173,36,95,184,39,103,200,42,109,227,18,38,99,200,399,1,0,2,2,4,8,4,8,24,7,21,42,9,32,61,16,43,93,24,61,113,29,76,148,34,93,188,46,112,223,54,130,273,58,154,299,66,178,353,76,192,388,87,215,424,95,235,471,100,257,528,111,272,554,114,289,572,124,308,619,133,330,657,50,104,266,517,1047
B3AT_39_51,0,0,0,-1,-1,1,0,-1,0,-1,0,-3,1,-1,-1,2,0,0,0,0,1,0,1,0,0,1,5,2,2,2,0,0,1,1,2,3,2,0,2,1,3,2,-1,2,3,1,1,2,1,2,1,-2,0,5,-1,2,1,3,3,4,1,2,4,1,3,2,7,10,-1,-1,0,-1,-1,-1,-1,-1,-3,0,-1,-3,0,-2,-3,0,1,-1,1,-1,0,-2,0,-2,-1,-1,-2,0,-1,1,0,0,-2,-2,0,-2,1,0,0,0,-1,0,-1,0,1,0,-2,0,0,-1,0,0,0,-1,0,-1,0,1,2,2,2,-1,2,1,-1,1,2,6,1,-1,0,2,0,-2,-1,-1,-2,-1,-2,-2,1,-1,1,1,0,-1,-2,0,1,-1,-2,1,-1,3,1,-2,2,-1,-2,1,-1,0,0,0,-1,1,-2,0,1,0,1,-1,1,-1,-1,1,0,0,1,0,0,0,-1,2,2,1,1,2,0,-1,3,0,1,1,1,5,0,-2,2,0,1,-1,0,0,-1,0,0,-1,0,1,-1,0,0,-2,-1,-1,-3,1,-1,2,2,-1,0,-2,0,-1,1,0,2,2,0,-1,-1,0,2,0,1,2,1,2,2,2,1,-2,1,1,3,1,0,2,0,2,2,-1,2,2,1,1,1,0,1,1,2,7
RASA1_453_465,1,2,1,1,4,8,3,7,13,5,11,19,6,14,26,5,13,30,9,19,31,6,20,37,8,21,42,9,23,48,8,23,52,9,27,56,12,27,59,13,29,60,13,33,64,13,32,69,10,33,71,14,35,74,14,36,73,16,38,80,16,43,84,10,17,41,86,171,0,0,2,-1,1,4,1,1,4,1,4,6,2,5,9,2,4,11,2,6,13,3,1,14,4,8,13,3,10,16,4,10,18,5,9,20,5,11,20,4,9,27,4,13,24,5,14,20,4,14,22,4,13,29,6,13,28,5,13,29,7,17,28,2,8,16,31,58,0,0,1,2,-1,0,0,-1,2,1,1,1,0,1,1,1,-1,5,2,2,5,0,3,5,1,2,6,1,4,5,2,3,6,0,6,12,3,4,7,3,7,11,2,6,11,3,6,10,2,5,11,2,6,14,2,6,13,2,9,18,3,10,16,3,2,9,18,33,1,2,0,0,1,4,1,3,6,3,2,9,3,3,12,3,4,15,3,7,16,4,10,17,5,10,20,7,9,22,2,13,26,4,16,28,7,14,27,1,18,32,6,18,34,7,16,37,7,20,34,7,18,39,11,20,45,10,24,46,10,22,46,4,10,24,49,107
PERI_458_470,-1,0,2,0,-2,1,0,0,0,0,-1,0,-1,-2,-4,0,0,-2,-2,-2,-2,0,0,-3,0,-1,-2,0,-1,-3,-2,-2,-2,-1,0,-3,-1,-2,-2,0,-2,-5,0,-1,-4,-1,-1,-4,-1,-2,-3,-1,-2,-3,0,-1,-2,2,-1,-1,0,-2,-3,-1,-3,-1,-4,-8,1,-1,0,0,-1,1,1,0,-1,-1,0,1,1,-2,0,-1,0,-1,1,-2,0,0,-1,0,-1,1,0,0,-1,-1,-1,1,-2,-2,-1,1,1,0,0,-1,-1,-1,-1,-1,0,1,0,-3,1,2,-1,-1,1,-2,0,0,0,-1,-2,-2,-1,0,1,0,-1,3,1,2,1,-1,1,0,-1,-1,0,-2,0,0,0,1,-1,-1,0,-1,-1,0,0,0,-2,-1,-2,-1,-2,-1,-2,1,-1,0,0,0,0,-1,0,-1,1,-1,-2,0,-1,-2,0,0,0,0,0,-2,0,0,-4,0,1,1,0,-1,0,1,0,-1,1,1,-1,-1,1,0,1,-4,0,0,2,-2,0,2,-1,1,0,0,0,0,-2,0,2,0,2,0,1,1,-2,-2,1,-2,0,-1,-1,0,1,-1,0,0,0,0,-1,-2,-1,-1,0,0,-2,-3,0,0,1,1,-1,-1,-1,-2,-2,0,0,-1,0,-1,-4,-3,-1,-1,-1,-3,-1,0,0,-2,-1,-2
ZAP70_485_497,-1,-1,0,1,4,2,2,4,5,2,3,9,2,5,7,2,6,8,2,8,15,4,7,17,3,10,22,1,11,23,6,12,25,6,13,30,5,13,29,6,13,31,8,15,33,9,19,35,8,18,38,8,20,40,10,21,43,9,22,43,11,24,51,5,10,26,50,97,1,0,0,0,1,0,-1,0,1,0,2,3,-1,3,3,3,1,4,0,4,5,1,2,5,2,0,8,3,5,3,1,5,8,0,4,10,2,4,8,1,6,8,2,0,11,0,5,14,3,7,14,2,7,14,2,8,14,3,6,16,3,8,17,2,3,8,15,31,0,0,0,0,2,-1,0,0,0,1,-1,1,-1,0,2,1,0,-1,0,1,2,0,1,3,1,2,5,1,3,5,1,2,2,2,2,6,2,3,9,2,6,6,4,4,9,3,4,8,0,4,9,2,5,12,3,6,8,1,7,9,2,5,5,1,5,7,17,23,1,-1,2,0,1,-1,0,1,1,1,1,3,-1,0,4,1,2,8,2,4,4,0,3,5,2,5,8,3,6,11,3,5,13,3,4,14,2,8,15,1,10,20,3,11,18,4,8,23,5,12,20,5,10,24,5,12,24,4,13,27,5,14,28,2,5,12,29,55
NTRK1_489_501,0,1,1,-1,0,1,-1,0,2,2,-2,0,0,0,0,0,0,1,-2,0,0,0,1,0,1,0,-1,0,1,-2,0,-1,2,-1,-1,-2,1,0,1,-1,-2,-1,0,2,0,0,-1,-1,1,-1,1,-1,0,0,0,2,-1,-2,0,-2,1,0,2,0,0,1,2,1,1,0,2,2,1,-1,1,0,1,0,0,1,2,0,-1,0,1,-1,-1,-1,0,2,1,3,0,1,-1,0,1,1,2,2,4,-1,1,0,1,-2,1,0,2,3,-1,1,2,0,2,6,0,1,2,0,-1,3,1,0,0,0,1,3,2,0,3,-1,1,1,3,9,0,1,-1,0,1,2,0,0,-1,1,0,-1,0,0,4,0,2,-2,0,1,3,-1,3,3,1,1,5,1,2,3,1,2,5,1,2,5,2,5,5,-1,2,3,0,2,4,0,2,6,1,3,3,1,2,2,1,2,6,2,1,5,2,-1,3,2,2,5,8,15,1,0,1,0,0,-1,-1,1,2,-1,1,0,0,1,1,1,-1,-1,0,2,1,-1,0,2,1,0,2,0,1,2,1,2,2,0,1,-1,0,1,3,1,2,2,3,1,2,1,3,2,-1,1,3,1,1,1,-1,1,1,0,2,1,2,0,4,-2,0,-1,4,5
LYN_501_512,0,0,0,-1,0,0,1,-2,-2,-1,-2,-1,1,0,1,-1,0,-3,-1,-1,1,0,1,-2,-1,2,1,-1,0,-1,-1,1,0,1,1,1,0,0,2,0,0,3,0,0,4,-1,0,2,0,3,1,-1,1,5,0,2,5,0,3,4,-1,0,3,0,1,4,6,10,-1,0,0,0,0,0,1,0,-1,-2,-1,-1,-2,-2,-1,-2,-2,1,1,1,0,-1,-1,0,0,-2,0,0,0,0,1,0,0,0,0,2,-1,1,1,0,1,2,0,2,1,0,1,1,0,0,2,1,0,2,0,0,2,0,1,-1,-1,0,0,0,1,1,1,5,0,1,2,1,1,-1,-2,-1,-1,1,1,-3,0,-1,-1,0,0,1,1,-1,0,1,2,0,0,0,2,1,1,4,0,0,2,2,1,0,1,1,0,2,-2,2,-2,2,2,0,1,2,0,3,1,0,2,4,2,0,3,0,0,5,0,1,2,2,2,2,2,7,0,1,-1,0,-2,0,0,0,-1,0,1,1,0,-1,1,-1,1,0,-2,-1,-1,-1,-1,-1,1,-1,2,0,0,-1,-1,0,1,1,0,2,-2,-1,1,-1,0,0,0,1,1,1,0,3,-1,1,3,-1,-1,1,0,1,1,1,3,3,1,3,2,0,1,1,1,9
NPT2A_501_513,3,5,9,1,5,7,2,5,12,2,4,11,1,3,9,2,4,7,0,4,8,2,1,5,3,4,6,-1,3,9,0,3,7,3,2,4,1,1,6,2,2,6,0,2,5,2,2,6,-1,4,5,3,3,7,1,2,4,0,2,6,0,3,5,0,0,1,6,6,0,5,7,1,4,8,2,3,8,2,2,7,2,2,7,1,1,3,0,1,3,1,3,2,2,1,2,2,2,4,1,0,3,1,3,4,0,1,0,0,0,2,-1,2,1,2,0,4,1,1,0,-1,2,0,1,1,0,-1,-1,1,0,2,5,1,2,1,3,5,2,4,6,1,6,7,2,5,6,1,2,7,0,3,6,1,3,7,1,2,4,0,2,4,2,1,5,2,2,6,1,2,5,1,1,5,0,3,5,1,2,3,1,1,3,2,3,3,-1,0,5,1,4,6,2,4,6,2,2,4,1,5,6,0,1,2,2,5,2,3,7,2,4,9,3,5,6,-1,5,7,2,4,5,1,1,7,1,2,5,2,2,6,0,2,8,1,3,6,3,4,3,3,1,3,2,2,6,2,0,6,1,2,6,-1,1,6,2,3,5,1,2,5,0,3,5,1,5,5,1,1,6,0,1,2,4,8
TEC_512_524,0,-1,4,0,0,1,0,0,2,2,2,3,3,5,8,3,1,8,0,4,10,2,7,8,3,7,12,4,8,16,4,7,16,5,9,13,4,8,18,4,9,18,2,13,19,6,12,20,6,11,23,5,11,25,6,13,23,6,12,29,7,16,29,4,6,13,26,53,0,1,2,-1,2,-1,0,0,3,0,2,2,1,1,2,0,1,2,1,0,6,1,3,8,1,4,5,1,5,6,1,2,8,1,0,6,1,3,8,2,2,7,1,3,8,2,5,11,1,4,11,2,6,11,1,6,10,2,7,10,3,7,12,1,0,8,12,29,1,3,1,1,0,2,1,1,2,1,2,4,-1,2,4,1,2,3,-1,1,2,2,2,3,1,3,2,2,3,4,2,0,4,-1,1,4,-1,4,6,1,3,5,2,2,6,1,3,7,0,2,5,1,1,6,2,5,6,2,4,5,0,5,5,1,3,5,7,17,0,3,1,0,1,1,0,0,1,1,2,3,2,2,4,1,2,6,0,4,6,1,4,7,1,5,5,0,4,11,1,4,10,3,5,12,3,7,11,2,1,13,3,6,15,4,7,12,2,8,13,3,6,15,2,9,14,3,8,18,3,7,19,0,3,7,12,33
DDR1_506_518,-1,1,1,0,1,2,0,-1,2,-1,-1,-3,0,-2,-3,-2,-1,-4,-1,-3,-5,-1,-3,-3,-2,-2,-5,2,-2,-6,-1,-2,-7,-2,-1,-7,0,-4,-4,-3,-5,-6,-2,-4,-6,-2,-3,-6,-2,-2,-7,-2,-3,-9,-1,-4,-8,0,-2,-8,-1,-4,-9,0,-3,-4,-10,-18,0,2,2,-1,1,-3,0,-4,-8,-1,-2,-6,-2,-4,-2,-2,-4,-7,-1,-3,-3,-1,-4,-8,-1,-3,-5,-1,-5,-7,-4,-3,-8,-2,-3,-8,-2,-3,-10,-2,-5,-9,-2,-2,-9,-2,-4,-7,-3,-4,-5,-2,-4,-8,0,-3,-6,-1,-5,-7,-2,-5,-8,-2,-1,-5,-7,-17,0,0,2,0,0,-2,0,-1,-5,-3,-3,-5,0,-5,-8,1,-3,-4,-2,-3,-9,-1,-5,-7,-1,-2,-6,-3,-4,-8,-1,-5,-8,-1,-4,-8,-1,-4,-5,-2,-4,-10,-1,-5,-6,-2,-4,-6,-1,-3,-4,-1,-3,-9,-1,-4,-5,-2,-4,-3,-2,-3,-8,0,-3,-7,-11,-25,0,2,0,1,0,0,0,0,-2,1,-2,-3,-1,-2,0,0,-2,-4,-1,-1,-4,-1,-2,-2,0,0,-4,-1,-2,-7,-2,-4,-5,-2,-3,-4,-1,0,-6,-1,-1,-5,-2,-4,-5,-1,-1,-5,-3,-3,-6,-1,-4,-7,0,-2,-5,-1,-2,-11,-1,-4,-6,0,-1,-3,-12,-18
NTRK2_509_521,0,0,0,-1,0,-1,-1,-2,2,0,0,0,0,-2,-4,1,-1,-2,1,1,0,-1,-1,-3,0,-2,-1,-1,-1,-1,0,-3,-3,-2,0,-3,0,-1,-4,0,-2,-2,-2,-2,-3,0,-3,-1,-1,-1,-3,-2,0,-1,0,-3,-7,-3,-4,-3,1,-2,-5,-2,-1,0,-3,-5,1,0,0,-1,0,-1,-1,-2,-1,1,-1,-2,0,-2,1,2,0,-2,0,0,-2,-1,-2,-2,2,-1,-1,1,-2,-1,1,1,-1,-1,1,-2,1,0,-1,-1,0,-1,0,0,0,-1,-2,-1,0,-1,-2,-1,-1,-2,-1,-1,0,-1,0,0,0,0,-1,1,-1,0,-1,-6,-1,0,-1,0,-1,-2,1,0,0,0,0,-2,-1,-1,-1,0,0,-1,-1,0,-1,0,1,0,0,0,0,-1,-3,-1,-1,-1,-2,1,-1,0,0,-1,-1,0,0,-1,-1,0,-2,0,-1,-5,-1,-1,0,0,-1,-3,1,0,0,-1,-2,0,0,0,0,0,-1,0,-2,-2,1,0,1,-2,0,0,-2,0,0,-1,1,1,1,0,1,0,-2,-2,-1,-3,2,-1,-1,2,0,1,-1,2,1,-4,0,-1,-2,1,1,0,-1,1,0,-1,-1,-3,-1,-1,0,1,-2,-2,0,-2,-4,0,-1,-2,-1,-1,0,0,-1,0,0,-1,-1,1,2,0,1,-4
KSYK_518_530,-1,3,1,-1,1,-1,0,0,3,0,2,1,2,4,6,1,4,6,2,4,9,3,5,9,2,6,11,2,7,9,2,3,10,2,5,11,3,6,12,2,6,13,3,8,15,3,7,15,3,6,14,3,7,15,3,8,18,2,8,17,3,10,18,2,3,10,19,39,0,1,0,2,0,0,0,0,-2,1,1,0,0,-1,2,0,1,1,0,2,3,-1,1,3,0,1,3,0,2,4,2,4,3,2,2,4,2,2,3,1,2,6,3,1,5,1,5,6,1,4,3,1,2,7,0,4,7,3,5,6,1,1,5,0,1,5,8,20,0,1,0,-1,1,0,0,0,1,-2,0,-1,0,2,1,0,0,2,1,0,1,2,0,2,1,0,1,0,0,3,1,0,2,1,2,2,0,1,1,2,2,3,1,1,5,1,2,2,-1,2,2,2,-1,7,0,2,5,1,1,2,0,2,4,1,2,4,6,13,1,1,2,0,2,0,0,0,1,0,-1,4,1,1,3,1,0,2,1,2,2,0,1,2,0,0,3,0,2,5,0,1,6,1,1,2,0,3,7,1,2,7,1,3,5,2,5,6,1,3,7,1,3,8,1,4,6,2,3,7,2,1,10,1,2,6,12,19
SRC_524_536,1,0,0,-1,-1,-3,0,-2,-3,-1,-2,-3,-1,-2,-1,-1,-2,-1,-1,0,-3,0,-1,-2,0,-1,-1,0,-1,-1,1,0,1,-1,0,0,0,1,1,-1,0,-4,1,1,-2,2,1,-2,0,-2,0,1,-1,0,2,1,1,1,2,2,-1,1,4,-2,1,2,3,7,0,-1,0,-1,-2,-4,0,-2,-3,-1,-1,-4,0,-2,-3,0,-1,-3,-2,-2,-4,0,0,-1,0,-2,-2,0,-2,-4,-2,-1,0,-2,1,-2,0,0,0,-1,-2,0,-1,-2,2,0,0,-2,1,-2,0,-1,1,-2,-1,2,-1,1,0,-1,1,-1,1,1,-1,0,1,4,-1,0,1,0,-1,-1,0,-1,-3,1,-1,-4,-1,-1,-2,0,-2,-2,0,-1,-3,-1,0,-2,0,0,0,1,-1,0,0,-2,1,0,-1,-1,0,1,-1,1,-1,-2,0,0,-1,2,0,0,-2,0,0,1,0,-2,-1,0,-2,2,2,-1,0,1,2,2,1,1,1,6,1,2,0,1,-2,-1,-1,-3,-3,0,-1,-1,-1,-1,-2,0,-1,-3,-1,-2,-2,0,-2,-3,0,-1,0,0,-1,-2,1,-1,-1,-1,-1,-1,0,0,-1,0,1,0,-1,0,1,-2,-1,-2,0,-1,-1,0,0,-1,0,2,-1,0,0,-1,2,0,1,0,0,3,2,4
FYN_525_537,0,-1,-2,-1,-2,-3,-1,-1,-4,0,-2,-3,0,-3,-2,-2,-1,-5,-1,-1,-1,0,1,-2,-1,-1,-2,-1,-1,-1,-2,-1,0,0,0,1,0,0,1,0,2,3,0,1,1,-1,1,0,1,2,3,1,0,1,0,2,4,0,1,3,-1,1,5,1,1,4,5,12,0,0,-2,0,-3,-4,-1,-1,-6,0,0,-5,-1,-2,-5,-1,-1,-4,-1,-1,-3,-1,-1,-3,-1,-1,-2,-1,0,-2,0,-1,0,-1,1,-3,0,-1,0,1,-1,0,1,-1,1,-1,1,-1,1,1,1,0,0,0,1,1,1,-1,2,1,-1,1,3,1,0,2,2,7,2,-2,-2,-1,-2,-5,-1,-1,-4,-1,-3,-4,-3,-1,-4,0,-2,-5,1,-2,-3,-2,0,-1,-2,-2,-2,1,-2,-2,-1,-2,0,0,-2,-3,0,0,2,-1,-1,-1,0,-2,1,1,-1,-1,0,0,-1,0,0,-3,0,-2,1,-2,1,0,-1,-1,1,0,-1,2,3,3,-1,0,-1,-1,-1,-2,-1,-2,-3,0,0,-1,0,0,-5,-2,-2,-5,-2,0,-2,-1,1,-2,-1,0,-2,0,-1,-3,1,-1,-1,-2,1,-1,-1,-1,1,0,1,2,0,1,-1,0,0,-1,0,-1,1,0,1,-1,-1,3,2,1,1,0,2,0,1,2,1,4,4,7
PTN6_531_541,1,1,3,5,15,29,12,32,71,20,56,111,28,76,155,41,103,202,51,124,260,58,150,306,68,176,356,77,200,401,90,227,449,98,249,499,110,272,546,118,300,586,124,323,631,138,333,669,141,360,713,153,378,738,156,396,785,168,422,839,178,443,874,91,189,470,915,1824,0,-2,-1,2,3,6,4,7,15,5,13,17,7,14,34,7,24,46,9,27,55,11,34,71,16,40,82,19,45,91,22,51,105,22,58,122,26,64,130,28,75,150,33,78,158,32,87,180,39,93,191,40,102,212,43,111,229,46,116,235,53,127,251,18,43,106,210,427,2,1,1,-1,5,4,3,5,8,3,6,12,5,7,19,6,13,23,5,14,27,8,19,39,5,22,51,12,27,52,12,27,58,14,33,74,15,40,83,19,45,87,19,48,102,22,55,107,26,54,118,23,71,129,28,68,145,26,81,152,31,91,162,14,37,89,170,365,0,1,0,1,3,8,3,7,24,7,15,33,7,26,49,15,37,76,20,46,97,22,59,124,30,73,153,34,88,182,33,105,210,47,114,239,53,132,271,60,150,302,69,168,346,72,185,362,78,201,395,85,216,407,86,230,462,96,248,493,100,265,522,64,116,310,614,1231
